rank,task_id,onet_code,occupation,task,passes_filters,dropped_by,opportunity,fit,money,scale,scale_source,labor_value,reads_text,closed_outcome,writes_content,physical,live_human,same_rules,errors_lose_money,loss_recoverable,recoverable_loss,outcome_visible,speed_value,digital_input,licensed_signoff,time_per_item,volume,money_link,buyer,buyer_conf,sell_model,sell_model_conf,min_score_conf,uncertain,model_reported,request_id
,8515,51-8011.00,Nuclear Power Reactor Operators,Conduct inspections or operations outside of control rooms as necessary.,0,physical+reads_text,0.1570,0.3865,0.3789,0.1484,labor_value_percentile,31909915,0.0800,0.0500,0.0900,0.8200,0.0500,0.5300,0.5200,0.2000,0.1040,0.4700,0.2600,0.0100,0.1600,1.3200,0.2700,1.5500,manufacturing_quality,0.9900,not_outsourced,0.6700,0.1200,1,jev-1.13.0,req_01a0d5e059cd7e279c7a25863553d6ec
,4016,27-4012.00,Broadcast Technicians,Align antennae with receiving dishes to obtain the clearest signal for transmission of broadcasts from field locations.,0,physical+reads_text,0.1570,0.3610,0.3615,0.2177,labor_value_percentile,46864057,0.0400,0.0500,0.0300,0.9667,0.0400,0.1600,0.4600,0.1800,0.0828,0.6600,0.4900,0,0.0800,1.2000,0.2100,1.0400,media_publishing,1,other,0.7400,0.7900,0,jev-1.13.0,req_01a0d5dcd4d47cf786328191f30356dc
,13622,47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Pour specified amounts of chemical solutions into stripping tanks.,0,physical+reads_text,0.1569,0.4290,0.3162,0.0649,labor_value_percentile,14627735,0.0500,0.0300,0.0200,1,0.0300,0.4900,0.5800,0.1700,0.0986,0.5200,0.4400,0.0200,0.0600,0.5700,0.6500,0.9800,real_estate,0.5300,not_outsourced,0.5200,0.5000,0,jev-1.13.0,req_01a0d5e448097e80bfd57e16d453aa62
,5688,25-1021.00,"Computer Science Teachers, Postsecondary","Prepare course materials, such as syllabi, homework assignments, and handouts.",0,reads_text,0.1569,0.3410,0.1759,0.5392,labor_value_percentile,193586346,0.1200,0.0300,0.9400,0.0033,0.0500,0.0900,0.1500,0.1900,0.0285,0.2200,0.1700,0.9700,0.0400,1.8900,0.2300,0.7600,education,1,other,0.3900,0.7500,0,jev-1.13.0,req_01a0d5de04b37af7adefdc0d04ea368c
,21898,17-2121.00,Marine Engineers and Naval Architects,"Conduct environmental, operational, or performance tests on marine machinery and equipment.",0,physical+reads_text,0.1569,0.3540,0.5045,0.1244,labor_value_percentile,26426020,0.0800,0.1000,0.2200,0.7567,0.0500,0.4200,0.7100,0.2200,0.1562,0.7300,0.4800,0,0.1100,1.7700,0.3900,1.7900,manufacturing_quality,0.9200,other,0.8600,0.1500,1,jev-1.13.0,req_01a0d5eae1a37ee0a03f78803afea62c
,18623,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Train or supervise student interns or new staff members.,0,reads_text,0.1569,0.2750,0.2553,0.7788,labor_value_percentile,542055240,0.0900,0.0500,0.0900,0.2567,0.8000,0.1500,0.4200,0.2300,0.0966,0.3500,0.2200,0.0100,0.1500,2.1000,0.0300,0.9100,healthcare_admin,0.8800,other,0.5500,0.2300,1,jev-1.13.0,req_01a0d5e8240d7ce2b473dde3e0c0541f
,6491,25-2011.00,"Preschool Teachers, Except Special Education",Meet with other professionals to discuss individual students' needs and progress.,0,reads_text,0.1569,0.2940,0.1733,0.7729,labor_value_percentile,526568490,0.1000,0.0400,0.0900,0.0167,0.8900,0.0900,0.2100,0.1900,0.0399,0.2000,0.2600,0.0200,0.0900,1.6500,0.1700,0.7600,education,1,not_outsourced,0.9300,0.7500,0,jev-1.13.0,req_01a0d5ded01b7fd8bd60f56bad8dae6a
,10906,19-2012.00,Physicists,Report experimental results by writing papers for scientific journals or by presenting information at scientific conferences.,0,reads_text,0.1569,0.2910,0.2550,0.6679,labor_value_percentile,323709300,0.1000,0.0400,0.9400,0.0233,0.1000,0.1500,0.2300,0.1600,0.0368,0.4400,0.3000,0.8400,0.0500,2.6400,0.0400,0.8400,education,0.5000,not_outsourced,0.8400,0.6700,0,jev-1.13.0,req_01a0d5e223d878f5903e03c5240a661e
,19020,21-1094.00,Community Health Workers,"Advise clients or community groups on issues related to self-care, such as diabetes management.",0,reads_text,0.1568,0.3340,0.2125,0.4797,labor_value_percentile,150903406,0.0700,0.0400,0.0700,0.1667,0.9200,0.1400,0.3200,0.2100,0.0672,0.2900,0.4700,0,0.1000,0.7800,0.9300,0.7900,healthcare_admin,0.9500,other,0.5200,0.5000,0,jev-1.13.0,req_01a0d5e87de4743a8ee61b57ee7bcdee
,14470,53-5011.00,Sailors and Marine Oilers,Provide engineers with assistance in repairing or adjusting machinery.,0,physical+reads_text,0.1568,0.3435,0.3099,0.3368,labor_value_percentile,79861600,0.0400,0.0500,0.0300,0.9967,0.0900,0.2300,0.4800,0.2400,0.1152,0.4200,0.4300,0,0.1200,1.5600,0.1800,1.1200,logistics_supply_chain,0.9300,other,0.5500,0.6800,0,jev-1.13.0,req_01a0d5e506e97e628214685e1c37cc07
,2820,43-9031.00,Desktop Publishers,"Position text and art elements from a variety of databases in a visually appealing way to design print or web pages, using knowledge of type styles and size and layout patterns.",0,reads_text,0.1568,0.4155,0.3348,0.0521,labor_value_percentile,12471616,0.0900,0.0400,0.6500,0,0.0300,0.1600,0.4700,0.2400,0.1128,0.5500,0.7500,1,0.0300,1.1400,1.5300,1.0200,media_publishing,0.9900,other,0.5200,0.5100,0,jev-1.13.0,req_01a0d5dc0960772aacdbe619b7cf8491
,6486,25-2011.00,"Preschool Teachers, Except Special Education","Attend professional meetings, educational conferences, and teacher training workshops to maintain and improve professional competence.",0,reads_text,0.1568,0.2990,0.1704,0.7730,labor_value_percentile,526661033,0.0900,0.0400,0.0500,0.0433,0.2900,0.0600,0.1900,0.2000,0.0380,0.2100,0.1100,0.1300,0.0500,2.4300,0.0100,0.7200,education,1,other,0.4200,0.7100,0,jev-1.13.0,req_01a0d5deceb97d8e9a6ba0d69110a284
,6830,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors","Establish clear objectives for all lessons, units, and projects and communicate those objectives to students.",0,reads_text,0.1568,0.3710,0.2207,0.3525,labor_value_percentile,85853660,0.0800,0.0300,0.4700,0.0400,0.2800,0.1200,0.1900,0.2000,0.0380,0.3200,0.2400,0.6200,0.0400,1.2000,0.8400,0.8500,education,1,not_outsourced,0.4400,0.5800,0,jev-1.13.0,req_01a0d5df1b907cef80ccc04b2cf570bd
,1731,27-1023.00,Floral Designers,"Create and change in-store and window displays, designs, and looks to enhance a shop's image.",0,physical+reads_text,0.1568,0.3295,0.3613,0.3433,labor_value_percentile,82651739,0.0400,0.0300,0.0500,0.8267,0.0800,0.0700,0.4500,0.1500,0.0675,0.5500,0.4100,0.0100,0.0400,1.5900,0.6800,1.3200,other,0.6800,other,0.8000,0.4500,0,jev-1.13.0,req_01a0d5db338e7db2bf0302a73b252df8
,14621,53-7072.00,"Pump Operators, Except Wellhead Pumpers",Pump two or more materials into one tank to blend mixtures.,0,physical+reads_text,0.1568,0.3775,0.3793,0.1406,labor_value_percentile,30126728,0.0300,0.0400,0.0200,0.9567,0.0300,0.2400,0.6900,0.2300,0.1587,0.4700,0.5600,0,0.0600,1.0200,0.7900,1.4300,manufacturing_quality,0.9900,not_outsourced,0.3900,0.5400,0,jev-1.13.0,req_01a0d5e520147a409abf9fb79ac4c6ad
,2863,47-2044.00,Tile and Stone Setters,"Remove any old tile, grout and adhesive using chisels and scrapers and clean the surface carefully.",0,physical+reads_text,0.1568,0.3290,0.3168,0.3643,labor_value_percentile,90565679,0.0200,0.0300,0.0200,1,0.0200,0.1000,0.5000,0.1500,0.0750,0.5100,0.6100,0,0.0400,1.6800,0.4700,1.0600,real_estate,0.9800,other,0.8800,0.5300,0,jev-1.13.0,req_01a0d5dc148f7464923fe44ca6f032e4
,12606,51-9191.00,Adhesive Bonding Machine Operators and Tenders,Remove jammed materials from machines and readjust components as necessary to resume normal operations.,0,physical+reads_text,0.1568,0.3815,0.3063,0.1705,labor_value_percentile,36744271,0.0300,0.0400,0.0200,0.9967,0.0200,0.1100,0.4500,0.1600,0.0720,0.5000,0.7500,0,0.0300,0.7500,0.3600,1.0100,manufacturing_quality,1,not_outsourced,0.6900,0.6400,0,jev-1.13.0,req_01a0d5e39d3778fc9e9333390bcaabe6
,22212,19-3039.03,Clinical Neuropsychologists,"Diagnose and treat neural and psychological conditions in medical and surgical populations, such as patients with early dementing illness or chronic pain with a neurological basis.",0,reads_text,0.1568,0.3040,0.5377,0.2835,labor_value_percentile,63657953,0.2700,0.2200,0.2300,0.2233,0.4200,0.1500,0.6400,0.2400,0.1536,0.6300,0.4500,0.0100,0.5500,2.2200,1.2800,2.2700,healthcare_admin,1,not_outsourced,0.4800,0.2700,1,jev-1.13.0,req_01a0d5eb31407656a7ee738cbab82fd9
,5388,17-2161.00,Nuclear Engineers,Conduct tests of nuclear fuel behavior and cycles or performance of nuclear machinery and equipment to optimize performance of existing plants.,0,physical+reads_text,0.1567,0.2985,0.4935,0.3559,labor_value_percentile,87022111,0.0800,0.0600,0.1900,0.6933,0.0500,0.2300,0.7600,0.2100,0.1596,0.7300,0.3700,0,0.1400,2.3400,0.1700,1.7000,manufacturing_quality,0.9900,other,0.8100,0.2700,1,jev-1.13.0,req_01a0d5ddcf4273759e01b70f47a43f4b
,14168,51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Notify supervisors or repair staff of mechanical malfunctions.,0,reads_text,0.1567,0.3755,0.3206,0.1814,labor_value_percentile,38500498,0.0600,0.0700,0.0500,0.4167,0.6500,0.1300,0.6100,0.2200,0.1342,0.4900,0.7000,0.0200,0.0400,0.4800,0.0900,1,manufacturing_quality,1,not_outsourced,0.7400,0,1,jev-1.13.0,req_01a0d5e4c43b7fafb604af0a69006dcf
,13673,47-5023.00,"Earth Drillers, Except Oil and Gas",Operate controls to stabilize machines and to position and align drills.,0,physical+reads_text,0.1567,0.3540,0.3243,0.2807,labor_value_percentile,62889183,0.0200,0.0300,0.0200,0.9967,0.0200,0.1300,0.4900,0.1700,0.0833,0.4200,0.4400,0,0.0600,1.2000,1.3200,1.3000,other,0.4800,other,0.8000,0.2900,1,jev-1.13.0,req_01a0d5e4550e73859e6810e11f17f21e
,11865,49-9063.00,Musical Instrument Repairers and Tuners,Play instruments to evaluate their sound quality and to locate any defects.,0,physical+reads_text,0.1567,0.3870,0.4104,0.0782,labor_value_percentile,17169427,0.0300,0.1200,0.0400,0.9600,0.0400,0.1700,0.4100,0.1900,0.0779,0.7300,0.6500,0,0.0600,0.9600,1.4100,1.2600,manufacturing_quality,0.4000,per_item,0.7800,0.5400,0,jev-1.13.0,req_01a0d5e3002f7ff3acef8cf8080e221f
,11604,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,"Operate sewer cleaning equipment, including power rodders, high-velocity water jets, sewer flushers, bucket machines, wayne balls, and vac-alls.",0,physical+reads_text,0.1567,0.3160,0.3487,0.3717,labor_value_percentile,94035415,0.0200,0.0300,0.0300,1,0.0300,0.1400,0.5400,0.2100,0.1134,0.4800,0.7200,0,0.0600,1.9500,1.2800,1.2800,other,0.3800,other,0.8500,0.5400,0,jev-1.13.0,req_01a0d5e2c22f7f5d84eb6b3d5ea6d9e0
,5595,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,"Counsel family members to assist them in understanding, dealing with, and supporting clients or patients.",0,reads_text,0.1567,0.2800,0.2077,0.7958,labor_value_percentile,594670801,0.0500,0.0300,0.0500,0.0900,0.9600,0.0900,0.2700,0.2100,0.0567,0.2400,0.3200,0,0.1100,1.6200,0.5600,0.8900,healthcare_admin,0.9500,not_outsourced,0.6800,0.4400,0,jev-1.13.0,req_01a0d5ddf128756c8831490dc9603e8d
,3920,27-2023.00,"Umpires, Referees, and Other Sports Officials",Teach and explain the rules and regulations governing a specific sport.,0,reads_text,0.1567,0.3740,0.3017,0.2413,labor_value_percentile,52706825,0.1500,0.0500,0.0900,0.2867,0.8300,0.6400,0.3500,0.2100,0.0735,0.3900,0.3700,0.0300,0.0600,1.5300,0.3400,1.2200,other,0.4900,other,0.6800,0.1400,1,jev-1.13.0,req_01a0d5dcc21f7f6ead411c2d69fa459b
,22302,19-4044.00,Hydrologic Technicians,"Measure the properties of bodies of water, such as water levels, volume, and flow.",0,physical+reads_text,0.1567,0.4060,0.4063,0.0453,labor_value_percentile,11500225,0.0400,0.0400,0.0900,0.9067,0.0300,0.3600,0.7200,0.2500,0.1800,0.5700,0.5000,0,0.0700,0.5700,1.1400,1.3600,government,0.9600,other,0.7800,0.5800,0,jev-1.13.0,req_01a0d5eb483a705787368376dea7d28c
,12111,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic","Stamp heat-treatment identification marks on parts, using hammers and punches.",0,physical+reads_text,0.1567,0.4310,0.3399,0.0334,labor_value_percentile,9842377,0.0300,0.0400,0.0200,1,0.0200,0.4900,0.6300,0.1900,0.1197,0.5200,0.5000,0,0.0500,0.4800,1.4200,1.1100,manufacturing_quality,1,per_item,0.7300,0.2600,1,jev-1.13.0,req_01a0d5e333fe746f9c27f6267324818d
,13021,27-1022.00,Fashion Designers,Adapt other designers' ideas for the mass market.,0,reads_text,0.1567,0.3000,0.4494,0.3647,labor_value_percentile,90663335,0.1100,0.0500,0.1500,0.2733,0.1000,0.0900,0.5700,0.1700,0.0969,0.5700,0.5600,0.0300,0.0400,2.4000,0.5600,1.8700,other,0.5000,other,0.5900,0.3300,1,jev-1.13.0,req_01a0d5e3ea0e74d1a5db4bfa86b6ab12
,3974,27-3042.00,Technical Writers,"Observe production, developmental, and experimental activities to determine operating procedure and detail.",0,reads_text,0.1567,0.2980,0.3118,0.5354,labor_value_percentile,189980939,0.1300,0.0500,0.3200,0.3567,0.1000,0.1200,0.4600,0.2400,0.1104,0.5200,0.4400,0,0.0500,2.1600,0.1800,0.9200,manufacturing_quality,0.7200,other,0.7900,0.6300,0,jev-1.13.0,req_01a0d5dcca6e7f24947f6f0f39ac81f1
,14236,51-6093.00,Upholsterers,"Measure and cut new covering materials, using patterns and measuring and cutting instruments, following sketches and design specifications.",0,physical+reads_text,0.1567,0.3380,0.4102,0.2309,labor_value_percentile,49877584,0.0500,0.0300,0.0300,0.9733,0.0300,0.1800,0.8300,0.1400,0.1162,0.7400,0.6800,0,0.0300,1.7700,1.1300,1.1500,manufacturing_quality,0.7200,per_item,0.6800,0.6700,0,jev-1.13.0,req_01a0d5e4d461701d82e369e84505e937
,4842,47-3013.00,Helpers--Electricians,"Construct controllers and panels, using power drills, drill presses, taps, saws, and punches.",0,physical+reads_text,0.1566,0.3125,0.3197,0.4333,labor_value_percentile,121952462,0.0300,0.0500,0.0300,1,0.0300,0.2000,0.5800,0.1900,0.1102,0.4400,0.6000,0,0.2000,1.9800,0.8100,1.1600,manufacturing_quality,0.9600,not_outsourced,0.2700,0.4500,0,jev-1.13.0,req_01a0d5dd66cf7dd8a075cfc496cbe78c
,11563,47-2221.00,Structural Iron and Steel Workers,Hold rivets while riveters use air hammers to form heads on rivets.,0,physical+reads_text,0.1566,0.3605,0.2738,0.3298,labor_value_percentile,77340628,0.0200,0.0300,0.0200,1,0.0400,0.1000,0.4300,0.1900,0.0817,0.3200,0.2600,0,0.0600,0.9900,1.8200,1.1500,real_estate,0.8400,not_outsourced,0.5300,0.4100,0,jev-1.13.0,req_01a0d5e2b91f71c69682948fed836a1d
,14851,45-2011.00,Agricultural Inspectors,"Write reports of findings and recommendations and advise farmers, growers, or processors of corrective action to be taken.",0,reads_text,0.1566,0.3255,0.5477,0.1732,labor_value_percentile,37050492,0.2300,0.0400,0.9200,0.2167,0.2500,0.6400,0.8000,0.2600,0.2080,0.6800,0.6000,0.1500,0.1300,1.8000,1,2.1100,government,0.9900,not_outsourced,0.5500,0.1100,1,jev-1.13.0,req_01a0d5e54bf377f1bd8fa3aff41d6230
,10033,51-2022.00,Electrical and Electronic Equipment Assemblers,"Instruct customers in the installation, repair, or maintenance of products.",0,reads_text,0.1566,0.3140,0.3470,0.3856,labor_value_percentile,99404700,0.0700,0.0400,0.0600,0.4300,0.8800,0.1800,0.5600,0.2600,0.1456,0.5000,0.6900,0,0.0700,1.3800,0.1700,1.1500,manufacturing_quality,0.7300,other,0.6200,0,1,jev-1.13.0,req_01a0d5e1815c75bd86c626725332c4a5
,11126,33-9091.00,Crossing Guards and Flaggers,Discuss traffic routing plans and control-point locations with superiors.,0,reads_text,0.1566,0.3295,0.2337,0.4650,labor_value_percentile,139412384,0.1000,0.0500,0.1200,0.1333,0.8600,0.1600,0.4000,0.2000,0.0800,0.4100,0.5200,0.0400,0.0700,1.1700,0.1100,0.6500,government,0.9500,not_outsourced,0.5200,0.6000,0,jev-1.13.0,req_01a0d5e254d4782bacdd3cf7186177c2
,20924,51-4061.00,"Model Makers, Metal and Plastic",Program computer numerical control (CNC) machines to fabricate model parts.,0,reads_text,0.1566,0.4065,0.3903,0.0340,labor_value_percentile,9983553,0.1300,0.0400,0.3500,0.3367,0.0300,0.2000,0.6600,0.1700,0.1122,0.6200,0.7200,0.8700,0.0500,1.8600,0.9100,1.2800,manufacturing_quality,1,per_item,0.8100,0.4300,0,jev-1.13.0,req_01a0d5e9f4657898aeb06a595393823f
,20888,27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Develop story lines for broadcasts.,0,reads_text,0.1566,0.3840,0.2815,0.2276,labor_value_percentile,48955999,0.1200,0.0400,0.6000,0.0167,0.1100,0.0800,0.3300,0.1800,0.0594,0.4300,0.3700,0.8500,0.0500,1.4100,1.1300,1.0100,media_publishing,1,other,0.5300,0.5300,0,jev-1.13.0,req_01a0d5e9ebc87dc7b6092d9aa4a154c7
,13536,47-2082.00,Tapers,Use mechanical applicators that spread compounds and embed tape in one operation.,0,physical+reads_text,0.1566,0.3650,0.2947,0.2517,labor_value_percentile,55212621,0.0200,0.0400,0.0200,1,0.0300,0.1700,0.4400,0.2100,0.0924,0.4100,0.5900,0,0.0500,1.1100,1.9600,1.0800,real_estate,0.9900,other,0.5800,0.7000,0,jev-1.13.0,req_01a0d5e43440738c8f0eff3b6dba917b
,8693,25-3021.00,Self-Enrichment Teachers,Write instructional articles on designated subjects.,0,reads_text,0.1566,0.3080,0.3173,0.4704,labor_value_percentile,143350171,0.0800,0.0300,0.9800,0,0.0400,0.0900,0.2600,0.2000,0.0520,0.4900,0.5000,0.9000,0.0500,2.1600,0.1400,1.1600,media_publishing,0.4600,per_item,0.6900,0.4600,0,jev-1.13.0,req_01a0d5e07f597e37be9e79531f118e40
,22030,17-3026.00,Industrial Engineering Technologists and Technicians,Develop manufacturing infrastructure to integrate or deploy new manufacturing processes.,0,reads_text,0.1566,0.3130,0.4669,0.3030,labor_value_percentile,69345524,0.1000,0.0400,0.1900,0.4167,0.0900,0.1300,0.8200,0.1800,0.1476,0.5600,0.4700,0.3900,0.1000,2.6700,0.0200,1.9100,manufacturing_quality,1,other,0.9600,0.0600,1,jev-1.13.0,req_01a0d5eb027372f0bc73b074cd4d9150
,23350,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers","Communicate with forestry personnel regarding forest harvesting or forest management plans, procedures, or schedules.",0,reads_text,0.1566,0.3610,0.3037,0.2712,labor_value_percentile,60212555,0.1200,0.0500,0.0800,0.0967,0.8100,0.1200,0.7300,0.2100,0.1533,0.3300,0.4700,0.2100,0.0500,1.0500,0.6100,1.1900,other,0.9600,not_outsourced,0.5900,0.5100,0,jev-1.13.0,req_01a0d5ec50977cd783efdd2a1fabe39e
,22749,29-1242.00,"Orthopedic Surgeons, Except Pediatric","Direct and coordinate activities of nurses, assistants, specialists, residents, and other medical staff.",0,reads_text,0.1566,0.2710,0.3295,0.6781,labor_value_percentile,337037000,0.0800,0.0400,0.0600,0.1633,0.5800,0.1200,0.5200,0.3000,0.1560,0.4000,0.3600,0.0100,0.2900,2.0400,0.8900,1.2200,healthcare_admin,1,not_outsourced,0.9000,0.4500,0,jev-1.13.0,req_01a0d5ebb9ca7db297609e320afd151c
,17465,29-9099.01,Midwives,Assist maternal patients to find physical positions that will facilitate childbirth.,0,physical+reads_text,0.1566,0.3645,0.2922,0.2883,labor_value_percentile,65219896,0.0400,0.0500,0.0400,0.9633,0.3900,0.1300,0.3000,0.1800,0.0540,0.4800,0.3200,0,0.2200,0.4200,1.2400,0.9900,healthcare_admin,1,not_outsourced,0.9400,0.5700,0,jev-1.13.0,req_01a0d5e7376d77b4a19bd9204ad24c7c
,10883,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,Confer with engineering personnel regarding details and implications of test procedures and results.,0,reads_text,0.1565,0.3215,0.3289,0.4025,labor_value_percentile,107192161,0.1300,0.0500,0.1000,0.0567,0.8500,0.1300,0.4900,0.2100,0.1029,0.4600,0.4500,0.0500,0.0800,1.4400,0.3800,1.2000,manufacturing_quality,0.6400,other,0.4200,0.6200,0,jev-1.13.0,req_01a0d5e21e657de7be372a3ed6620d00
,9019,17-2131.00,Materials Engineers,"Replicate the characteristics of materials and their components, using computers.",0,reads_text,0.1565,0.3075,0.3466,0.4212,labor_value_percentile,115597432,0.1000,0.0600,0.6000,0.0167,0.0400,0.1100,0.4900,0.2400,0.1176,0.5400,0.6400,0.3700,0.0700,2.0700,0.2800,1.1200,manufacturing_quality,0.9600,other,0.5300,0.7200,0,jev-1.13.0,req_01a0d5e0b0bd78148ee433265bec4798
,7137,51-9081.00,Dental Laboratory Technicians,"Melt metals or mix plaster, porcelain, or acrylic pastes and pour materials into molds or over frameworks to form dental prostheses or apparatuses.",0,physical+reads_text,0.1565,0.3060,0.3570,0.4104,labor_value_percentile,109819860,0.0200,0.0300,0.0200,0.9933,0.0200,0.1800,0.6300,0.1500,0.0945,0.5400,0.6900,0,0.1100,2.1600,1.5800,1.2500,healthcare_admin,0.7200,per_item,0.9800,0.5800,0,jev-1.13.0,req_01a0d5df5b66706fb874b664645ea458
,16804,19-1029.02,Molecular and Cellular Biologists,"Provide scientific direction for project teams regarding the evaluation or handling of devices, drugs, or cells for in vitro and in vivo disease models.",0,reads_text,0.1565,0.3205,0.4329,0.3083,labor_value_percentile,70884437,0.1800,0.1200,0.1800,0.2700,0.3700,0.1700,0.5500,0.2500,0.1375,0.5900,0.4200,0.0900,0.1500,2.2800,0.2100,1.6100,other,0.7500,other,0.7400,0.2500,1,jev-1.13.0,req_01a0d5e6ac1772ee9349a6887092a77a
